,null_deg,60_deg,90_deg,180_deg,240_deg,labels
39,0.5447781977389307,0.7979623545383197,0.7332568587727613,0.5211661749000797,0.9945366947635215,M
40,0.22079366528376868,0.07920359759239931,0.4652891471866947,0.018270144068256132,0.10977468799102781,R
41,0.7664987680095628,0.5476305065342465,0.7178691745941467,0.5220416613923595,0.9506139537590592,M
42,0.5333292919706689,0.25918449491122375,0.16578075418243388,0.46169943786400347,0.5225595596533699,R
43,0.32942772107310575,0.13410729547043768,0.516220540068578,0.04080024392899334,0.31053895199683085,R
44,0.17657670052860103,0.3456342619138729,0.12947665035879372,0.46969664486311147,0.19981138421575625,R
45,0.31103611539487075,0.2630350527427534,0.5508936325219852,0.062000620067054875,0.4422807730347942,R
46,0.349054134625769,0.4135609541832523,0.5497869634564002,0.09751957776053229,0.19692469599790813,R
47,0.786216242686818,0.5346290376219035,0.7340960884625741,0.7241041531694533,0.9955992055233287,M
48,0.8376356090008237,0.5111361836749158,0.5089498503504353,0.6761532783749847,0.8992585702275184,M
49,0.8876714151672125,0.8083430887688695,0.9245406705147348,0.5063000005091627,0.5999489507728014,M
50,0.9136793362994209,0.8127204889937618,0.6232195617291779,0.8683989019433447,0.43391990165210553,M
51,0.2647935495870224,0.28873004352779785,0.185187202406666,0.21215699816891592,0.4147581707057478,R
52,0.6149806086932312,0.7860400958908198,0.6653153956956064,0.613161351429874,0.7845680194835832,M
53,0.4265741984816311,0.5498721921737996,0.11731705877739626,0.11376261465049954,0.0530230928143215,R
54,0.008685528349649635,0.11959647824873529,0.1738623144053466,0.45066221540701074,0.5522689369058209,R
55,0.5661356775311898,0.4602739813286331,0.6717039462844043,0.9095609649952834,0.5294599389037344,M
56,0.6181619072774912,0.7695092291770024,0.5388707196185099,0.648300401670876,0.43650957607594487,M
