,null_deg,sixty_deg,ninety_deg,straight_angle,twofourty_deg,labels
36,0.7646718814758364,0.9442878957385186,0.7435381178639806,0.9129382417551042,0.8115264657492935,M
37,0.7649825512484272,0.6151716715135022,0.7185131265267225,0.5819237074647514,0.9906657763783442,M
38,0.29712274253681453,0.3541903952935163,0.08819394037580766,0.5172305713063674,0.3017053920787384,R
39,0.7975714544467425,0.5175566652267378,0.4209067530422737,0.43759139457019897,0.9970543210691558,M
40,0.207788613519127,0.21032414667130248,0.18931533733242392,0.30421317442732226,0.5689057098271233,R
41,0.8595612672368941,0.6267274595402412,0.5737312708901416,0.6595798753546648,0.7953732298724697,M
42,0.42379974398630027,0.26717015566135827,0.43559029338396493,0.511545215826649,0.41050722685165875,R
43,0.2818137856738045,0.07053531473910847,0.11131053912988993,0.5477899012533923,0.22494014885011476,R
44,0.3388138085700487,0.3844029913371823,0.31469347757423943,0.46280742211177744,0.17441286651036256,R
45,0.42896107451030446,0.1709625196913959,0.403553857310826,0.01285888533391777,0.002439977281479,R
46,0.050844811911810416,0.1822832881138359,0.2352100523002474,0.1864320822318775,0.3642396852880311,R
47,0.9689116944772922,0.47099458717339926,0.4686167587468294,0.728642757346462,0.635569351478038,M
48,0.4905605715201553,0.9577027001682206,0.4791904729956174,0.9567726741543849,0.9458758765631434,M
49,0.4602882270171422,0.5848052926290996,0.8368229624307686,0.8741313566622246,0.8426839341265095,M
50,0.612751173917241,0.5952022412101883,0.9618019720198543,0.8576445674461971,0.7214676458955565,M
51,0.4989030684484752,0.9833599326932425,0.8064404680623087,0.8123094434438963,0.6784492772458974,M
52,0.3732594696884292,0.041197301949266615,0.28677643938049757,0.022386705467414957,0.22808768833622614,R
53,0.5658885943880892,0.23001219061973763,0.22499204246373805,0.343132866721939,0.2862758641943842,R
54,0.2819833134236503,0.02740735487738669,0.5429570223692417,0.2820436288784775,0.21472950209543235,R
55,0.43241765213764644,0.4939735001527696,0.6419521820776464,0.5854543452309982,0.6523549829844171,M
56,0.6182911368844841,0.5375009091006184,0.6784335733416007,0.47429755077466906,0.44657234879043994,M
